rental_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,monthly_rent_inr,security_deposit_inr,deposit_months,maintenance_charges,total_monthly_cost,rent_per_sqft,furnishing_status,available_from,preferred_tenant,non_veg_allowed,pets_allowed,floor_number,total_floors,facing,parking,amenities_count,listing_date,broker_required,brokerage_percent,annual_rent_inr,listing_source
RNT202311,PROP502621,Bhopal,Madhya Pradesh,Zone C,Penthouse,5,5,5,2934,3374,19500,97500,5,1500,21000,6.65,Semi-Furnished,16-03-2025,Working Professionals,Yes,No,13,20,South-East,Yes,4,29-12-2023,No,2,234000,99acres
RNT202312,PROP502262,Patna,Bihar,Zone D,Villa,3,3,4,1902,2187,16000,96000,6,3500,19500,8.41,Unfurnished,31-01-2024,Any,No,Yes,10,23,South-West,No,8,14-12-2024,Yes,0,192000,NoBroker
RNT202313,PROP503888,Patna,Bihar,Zone A,Villa,3,3,4,2157,2481,14000,84000,6,2000,16000,6.49,Semi-Furnished,27-10-2025,Any,Yes,No,12,13,North,No,6,01-07-2024,No,0,168000,99acres
RNT202314,PROP502612,Bangalore,Karnataka,HSR Layout,Independent House,5,5,5,2786,3204,44000,132000,3,3000,47000,15.79,Semi-Furnished,31-01-2024,Any,Yes,No,11,19,West,Yes,5,02-11-2023,Yes,1,528000,99acres
RNT202315,PROP502171,Jaipur,Rajasthan,Pratap Nagar,Penthouse,4,4,5,2471,2842,17000,102000,6,3000,20000,6.88,Unfurnished,27-03-2024,Working Professionals,Yes,No,4,9,North-West,Yes,6,19-11-2023,Yes,1,204000,Owner
RNT202316,PROP501965,Nagpur,Maharashtra,Zone C,Independent House,5,5,5,2514,2891,23500,235000,10,3000,26500,9.35,Unfurnished,21-08-2024,Any,No,No,29,32,South-East,No,8,31-05-2023,Yes,0,282000,99acres
RNT202317,PROP503314,Ahmedabad,Gujarat,Vastrapur,Builder Floor,4,4,5,1756,2019,22000,66000,3,0,22000,12.53,Furnished,13-09-2025,Any,Yes,Yes,24,26,West,No,5,09-10-2025,Yes,0,264000,NoBroker
RNT202318,PROP504822,Chandigarh,Chandigarh,Zone B,Independent House,2,2,3,1262,1451,15500,31000,2,3000,18500,12.28,Furnished,23-09-2025,Family,Yes,Yes,11,12,North-West,Yes,6,01-06-2025,No,0,186000,99acres
RNT202319,PROP501441,Coimbatore,Tamil Nadu,Zone I,Studio,5,5,5,2653,3051,17500,87500,5,0,17500,6.6,Semi-Furnished,15-09-2025,Working Professionals,Yes,No,1,20,East,No,7,27-10-2023,Yes,0,210000,MagicBricks
RNT202320,PROP502960,Lucknow,Uttar Pradesh,Zone I,Independent House,5,5,5,2931,3371,19500,195000,10,2000,21500,6.65,Furnished,02-08-2024,Working Professionals,No,No,4,11,North-East,Yes,6,03-07-2025,Yes,2,234000,Owner
RNT202321,PROP500155,Kolkata,West Bengal,Dumdum,Apartment,3,3,4,2039,2345,24500,73500,3,2500,27000,12.02,Unfurnished,16-05-2025,Any,Yes,Yes,15,27,South,No,5,27-03-2024,Yes,0,294000,99acres
RNT202322,PROP505203,Lucknow,Uttar Pradesh,Zone A,Studio,3,3,4,1971,2267,15000,150000,10,0,15000,7.61,Unfurnished,12-07-2024,Bachelors,Yes,No,5,6,South-West,Yes,3,11-07-2023,No,0,180000,MagicBricks
RNT202323,PROP502270,Chennai,Tamil Nadu,Anna Nagar,Builder Floor,2,2,3,1709,1965,12000,24000,2,2500,14500,7.02,Furnished,18-10-2024,Any,No,No,7,26,North-East,No,3,10-06-2023,Yes,0,144000,Housing.com
RNT202324,PROP505486,Kochi,Kerala,Zone A,Builder Floor,3,3,4,2161,2485,15500,77500,5,2000,17500,7.17,Unfurnished,10-03-2024,Working Professionals,No,No,9,25,East,Yes,8,15-02-2025,Yes,0,186000,MagicBricks
RNT202325,PROP504039,Mumbai,Maharashtra,Bandra,Villa,2,2,3,1830,2104,44500,222500,5,1500,46000,24.32,Unfurnished,14-08-2024,Family,Yes,No,6,15,North-West,Yes,3,19-03-2025,No,0,534000,Housing.com
RNT202326,PROP500679,Lucknow,Uttar Pradesh,Zone B,Studio,5,5,5,2654,3052,20500,123000,6,3500,24000,7.72,Semi-Furnished,25-09-2025,Working Professionals,Yes,No,7,36,East,Yes,8,08-03-2023,No,0.5,246000,MagicBricks
RNT202327,PROP500513,Mumbai,Maharashtra,Navi Mumbai,Penthouse,2,2,3,1977,2274,61500,369000,6,1500,63000,31.11,Unfurnished,21-06-2025,Bachelors,No,No,10,17,West,Yes,8,20-05-2025,Yes,0,738000,Owner
RNT202328,PROP504979,Kochi,Kerala,Zone I,Penthouse,4,4,5,2746,3158,17000,51000,3,2500,19500,6.19,Semi-Furnished,08-07-2024,Family,Yes,No,6,19,North-West,Yes,7,15-12-2025,No,0.5,204000,NoBroker
RNT202329,PROP501161,Coimbatore,Tamil Nadu,Zone J,Builder Floor,4,4,5,1888,2171,19500,195000,10,2000,21500,10.33,Unfurnished,27-04-2024,Working Professionals,Yes,No,6,15,South-East,Yes,3,07-08-2023,Yes,2,234000,99acres
RNT202330,PROP505075,Pune,Maharashtra,Viman Nagar,Apartment,2,2,3,2085,2398,29000,87000,3,3000,32000,13.91,Furnished,06-05-2024,Family,Yes,Yes,31,33,East,Yes,5,13-07-2024,Yes,0,348000,MagicBricks
RNT202331,PROP501100,Patna,Bihar,Zone B,Row House,3,3,4,2358,2712,13000,130000,10,2500,15500,5.51,Unfurnished,11-10-2024,Family,Yes,No,7,15,North,Yes,3,23-02-2023,No,0,156000,Owner
RNT202332,PROP505210,Pune,Maharashtra,Pashan,Row House,3,3,4,2199,2529,36500,109500,3,2000,38500,16.6,Furnished,17-02-2025,Any,Yes,Yes,2,18,East,Yes,4,20-03-2023,Yes,0.5,438000,NoBroker
RNT202333,PROP505623,Vadodara,Gujarat,Zone G,Villa,3,3,4,1624,1868,17000,85000,5,3000,20000,10.47,Furnished,11-03-2024,Working Professionals,Yes,No,29,39,South-West,Yes,3,14-01-2023,No,0,204000,MagicBricks
RNT202334,PROP504943,Bhopal,Madhya Pradesh,Zone G,Studio,2,2,3,1578,1815,13500,81000,6,0,13500,8.56,Furnished,15-12-2024,Any,Yes,Yes,20,38,North,Yes,6,26-08-2023,No,2,162000,99acres
RNT202335,PROP502891,Indore,Madhya Pradesh,Zone D,Villa,1,1,2,1602,1842,6500,13000,2,3000,9500,4.06,Unfurnished,25-04-2025,Any,Yes,No,3,11,East,Yes,7,02-02-2024,No,0,78000,NoBroker
RNT202336,PROP504750,Ahmedabad,Gujarat,Gota,Builder Floor,1,1,2,1215,1397,15500,46500,3,2000,17500,12.76,Unfurnished,10-11-2025,Family,Yes,No,5,24,South,Yes,7,21-12-2025,Yes,0,186000,Owner
RNT202337,PROP501820,Kolkata,West Bengal,Park Street,Penthouse,2,2,3,1808,2079,19500,58500,3,1500,21000,10.79,Furnished,15-08-2025,Bachelors,Yes,Yes,4,23,West,Yes,7,15-09-2023,Yes,0,234000,Housing.com
RNT202338,PROP502952,Indore,Madhya Pradesh,Zone G,Penthouse,2,2,3,1822,2095,12000,36000,3,1500,13500,6.59,Unfurnished,09-12-2025,Family,Yes,No,11,38,South-East,Yes,4,05-09-2024,Yes,0.5,144000,99acres
RNT202339,PROP501837,Indore,Madhya Pradesh,Zone G,Independent House,1,1,2,1976,2272,10000,30000,3,2500,12500,5.06,Furnished,07-08-2024,Family,Yes,No,15,18,South,Yes,3,08-12-2024,Yes,0,120000,MagicBricks
RNT202340,PROP500105,Hyderabad,Telangana,Manikonda,Row House,3,3,4,1982,2279,25000,75000,3,3500,28500,12.61,Unfurnished,26-01-2024,Working Professionals,No,No,13,13,South-West,Yes,3,19-10-2023,No,0.5,300000,NoBroker
RNT202341,PROP503619,Mumbai,Maharashtra,Navi Mumbai,Apartment,1,1,2,1251,1439,29000,174000,6,2000,31000,23.18,Semi-Furnished,23-07-2024,Bachelors,No,No,2,4,North,Yes,3,13-03-2024,No,2,348000,99acres
RNT202342,PROP500731,Surat,Gujarat,Pal,Builder Floor,2,2,3,1563,1797,12500,62500,5,2500,15000,8,Furnished,08-05-2024,Bachelors,Yes,No,3,8,West,Yes,3,06-07-2025,No,0.5,150000,MagicBricks
RNT202343,PROP505834,Nagpur,Maharashtra,Zone H,Penthouse,1,1,2,1316,1513,12000,120000,10,3500,15500,9.12,Unfurnished,11-05-2024,Any,Yes,Yes,1,2,South-East,Yes,5,25-11-2025,No,0,144000,Owner
RNT202344,PROP503601,Kolkata,West Bengal,Dumdum,Row House,1,1,2,1530,1759,14500,72500,5,1500,16000,9.48,Furnished,26-11-2025,Working Professionals,Yes,No,22,26,South-West,Yes,4,08-01-2024,No,2,174000,NoBroker
RNT202345,PROP500595,Coimbatore,Tamil Nadu,Zone F,Studio,5,5,5,2647,3044,20500,102500,5,2500,23000,7.74,Semi-Furnished,26-08-2025,Any,Yes,No,27,32,North-West,Yes,3,14-08-2025,No,0,246000,Owner
RNT202346,PROP503485,Bangalore,Karnataka,HSR Layout,Independent House,3,3,4,1882,2164,30500,305000,10,1500,32000,16.21,Semi-Furnished,18-04-2024,Family,Yes,No,7,17,North,Yes,4,02-12-2024,No,0,366000,Housing.com
RNT202347,PROP500563,Patna,Bihar,Zone H,Apartment,2,2,3,1728,1987,13000,65000,5,0,13000,7.52,Unfurnished,27-03-2024,Any,Yes,No,2,14,South,Yes,4,11-12-2023,No,0,156000,Owner
RNT202348,PROP502155,Chandigarh,Chandigarh,Zone E,Studio,3,3,4,1734,1994,11000,33000,3,1500,12500,6.34,Unfurnished,30-12-2024,Any,No,No,17,19,North-East,Yes,3,11-06-2023,No,0,132000,99acres
RNT202349,PROP502573,Indore,Madhya Pradesh,Zone E,Studio,5,5,5,2863,3292,19000,190000,10,3500,22500,6.64,Furnished,06-06-2025,Family,Yes,No,1,2,West,Yes,7,15-06-2025,Yes,0,228000,99acres
RNT202350,PROP500212,Visakhapatnam,Andhra Pradesh,Zone D,Builder Floor,3,3,4,1880,2162,11000,55000,5,2500,13500,5.85,Semi-Furnished,08-02-2024,Bachelors,Yes,Yes,1,4,South,No,3,05-09-2024,Yes,0,132000,Owner
RNT202351,PROP501194,Bhopal,Madhya Pradesh,Zone F,Penthouse,4,4,5,2289,2632,14000,140000,10,3500,17500,6.12,Semi-Furnished,15-04-2024,Working Professionals,Yes,Yes,17,30,North,Yes,3,02-01-2024,No,1,168000,Owner
RNT202352,PROP501448,Vadodara,Gujarat,Zone H,Row House,2,2,3,1868,2148,12000,36000,3,2000,14000,6.42,Furnished,31-10-2025,Bachelors,Yes,Yes,5,11,South-East,Yes,3,16-10-2025,No,2,144000,NoBroker
RNT202353,PROP503425,Nagpur,Maharashtra,Zone H,Villa,2,2,3,1932,2222,13500,67500,5,2000,15500,6.99,Furnished,21-08-2024,Any,No,No,12,17,South-East,No,7,20-08-2025,Yes,0,162000,Housing.com
RNT202354,PROP502470,Indore,Madhya Pradesh,Zone H,Row House,2,2,3,1513,1740,12000,72000,6,1500,13500,7.93,Semi-Furnished,02-06-2025,Family,Yes,Yes,15,18,North,No,6,23-05-2024,Yes,2,144000,Owner
RNT202355,PROP503957,Kochi,Kerala,Zone G,Independent House,2,2,3,1674,1925,13500,135000,10,1500,15000,8.06,Semi-Furnished,25-12-2025,Any,No,Yes,6,13,South-East,Yes,8,01-03-2025,No,2,162000,MagicBricks
RNT202356,PROP505429,Nagpur,Maharashtra,Zone I,Apartment,5,5,5,2535,2915,20000,40000,2,2000,22000,7.89,Furnished,02-04-2025,Family,No,No,6,37,East,Yes,8,03-06-2024,Yes,0,240000,MagicBricks
RNT202357,PROP503823,Indore,Madhya Pradesh,Zone I,Builder Floor,3,3,4,2210,2542,11000,55000,5,2000,13000,4.98,Furnished,19-07-2025,Bachelors,Yes,Yes,6,17,South-West,No,3,09-01-2023,Yes,2,132000,Housing.com
RNT202358,PROP504327,Patna,Bihar,Zone F,Row House,1,1,2,1288,1481,14500,87000,6,1500,16000,11.26,Furnished,29-04-2025,Working Professionals,Yes,No,14,27,South-East,Yes,8,11-10-2023,Yes,0.5,174000,Owner
RNT202359,PROP505456,Coimbatore,Tamil Nadu,Zone A,Apartment,2,2,3,1792,2061,12000,120000,10,1500,13500,6.7,Furnished,19-07-2025,Bachelors,No,Yes,2,6,South,Yes,7,27-04-2023,Yes,1,144000,Housing.com
RNT202360,PROP503362,Vadodara,Gujarat,Zone H,Apartment,4,4,5,1868,2148,14500,29000,2,3500,18000,7.76,Unfurnished,07-04-2024,Working Professionals,Yes,No,2,8,North-West,Yes,5,13-12-2024,No,0,174000,Housing.com
RNT202361,PROP500173,Hyderabad,Telangana,Madhapur,Independent House,2,2,3,1900,2185,26000,156000,6,2000,28000,13.68,Unfurnished,15-02-2025,Any,Yes,No,4,31,North-West,Yes,7,06-11-2024,Yes,1,312000,NoBroker
RNT202362,PROP503800,Bangalore,Karnataka,Hebbal,Apartment,3,3,4,2114,2431,30000,150000,5,2500,32500,14.19,Semi-Furnished,22-03-2024,Working Professionals,No,Yes,1,17,North,Yes,8,22-01-2024,Yes,0,360000,MagicBricks
RNT202363,PROP500144,Bhopal,Madhya Pradesh,Zone D,Penthouse,2,2,3,1710,1966,13500,135000,10,2000,15500,7.89,Semi-Furnished,18-12-2025,Working Professionals,Yes,No,9,10,North-West,Yes,7,13-01-2025,No,2,162000,MagicBricks
RNT202364,PROP502413,Vadodara,Gujarat,Zone C,Independent House,3,3,4,2372,2728,15500,31000,2,3000,18500,6.53,Unfurnished,01-06-2025,Any,No,No,32,33,North-East,Yes,7,11-08-2024,Yes,1,186000,Housing.com
RNT202365,PROP500759,Coimbatore,Tamil Nadu,Zone F,Villa,3,3,4,1800,2070,17500,35000,2,0,17500,9.72,Unfurnished,03-09-2024,Working Professionals,Yes,Yes,4,22,South-East,Yes,5,31-01-2023,Yes,2,210000,Owner
RNT202366,PROP503818,Chandigarh,Chandigarh,Zone A,Penthouse,1,1,2,1421,1634,10000,100000,10,3000,13000,7.04,Furnished,11-01-2024,Any,No,Yes,21,39,West,Yes,7,16-06-2025,Yes,1,120000,Housing.com
RNT202367,PROP500920,Surat,Gujarat,Althan,Villa,3,3,4,1582,1819,16500,82500,5,2000,18500,10.43,Unfurnished,12-05-2024,Any,Yes,Yes,4,5,West,Yes,4,01-01-2025,No,1,198000,NoBroker
RNT202368,PROP501670,Visakhapatnam,Andhra Pradesh,Zone C,Studio,2,2,3,1586,1824,12500,125000,10,0,12500,7.88,Unfurnished,27-05-2024,Family,Yes,Yes,10,14,North-East,Yes,3,01-06-2024,No,1,150000,99acres
RNT202369,PROP504226,Kolkata,West Bengal,Ballygunge,Apartment,3,3,4,2234,2569,22500,112500,5,3500,26000,10.07,Semi-Furnished,31-01-2024,Any,Yes,No,10,13,South-West,Yes,3,08-08-2024,Yes,0.5,270000,MagicBricks
RNT202370,PROP503854,Indore,Madhya Pradesh,Zone F,Villa,5,5,5,2802,3222,23000,46000,2,1500,24500,8.21,Semi-Furnished,05-01-2025,Working Professionals,No,Yes,13,39,West,Yes,7,15-02-2023,No,0,276000,Housing.com
RNT202371,PROP504210,Jaipur,Rajasthan,Jagatpura,Builder Floor,2,2,3,1763,2027,11000,66000,6,2000,13000,6.24,Semi-Furnished,02-07-2025,Any,Yes,Yes,6,13,East,Yes,3,10-02-2023,No,0,132000,Owner
RNT202372,PROP505891,Coimbatore,Tamil Nadu,Zone H,Villa,3,3,4,1948,2240,19000,57000,3,2500,21500,9.75,Unfurnished,26-07-2025,Any,Yes,Yes,2,5,South,Yes,3,21-12-2025,Yes,1,228000,99acres
RNT202373,PROP500637,Indore,Madhya Pradesh,Zone D,Penthouse,2,2,3,1503,1728,10000,100000,10,2500,12500,6.65,Furnished,11-02-2025,Any,Yes,No,2,4,North-East,Yes,7,15-07-2024,Yes,1,120000,MagicBricks
RNT202374,PROP505128,Kolkata,West Bengal,Alipore,Villa,1,1,2,1720,1978,13500,40500,3,2500,16000,7.85,Semi-Furnished,07-10-2025,Working Professionals,Yes,Yes,20,25,North,Yes,5,29-03-2023,Yes,0.5,162000,Owner
RNT202375,PROP503688,Bangalore,Karnataka,Indiranagar,Penthouse,5,5,5,2870,3300,37500,112500,3,3000,40500,13.07,Unfurnished,04-04-2025,Working Professionals,No,No,24,36,East,Yes,3,08-04-2025,Yes,2,450000,Housing.com
RNT202376,PROP503326,Vadodara,Gujarat,Zone A,Studio,5,5,5,2385,2743,18500,37000,2,3000,21500,7.76,Furnished,18-06-2025,Family,No,No,18,23,North-West,Yes,4,15-10-2025,No,1,222000,Owner
RNT202377,PROP505603,Pune,Maharashtra,Pashan,Penthouse,2,2,3,2029,2333,29000,145000,5,3000,32000,14.29,Semi-Furnished,21-04-2025,Any,Yes,Yes,14,17,North-East,Yes,6,05-11-2024,No,0,348000,99acres
RNT202378,PROP500438,Kochi,Kerala,Zone H,Villa,1,1,2,1430,1644,7500,37500,5,2500,10000,5.24,Unfurnished,10-08-2025,Family,Yes,Yes,21,21,West,No,8,28-09-2024,No,0,90000,Housing.com
RNT202379,PROP503471,Jaipur,Rajasthan,Sirsi Road,Builder Floor,2,2,3,1646,1893,14500,72500,5,0,14500,8.81,Unfurnished,01-05-2024,Family,Yes,No,3,4,West,Yes,3,22-10-2025,No,0.5,174000,NoBroker
RNT202380,PROP503287,Nagpur,Maharashtra,Zone J,Villa,3,3,4,2507,2883,19500,195000,10,3500,23000,7.78,Furnished,27-08-2024,Working Professionals,Yes,Yes,10,14,South,Yes,7,28-04-2023,No,2,234000,MagicBricks
RNT202381,PROP503513,Vadodara,Gujarat,Zone A,Penthouse,3,3,4,1813,2085,13000,26000,2,0,13000,7.17,Semi-Furnished,03-06-2024,Bachelors,Yes,No,7,11,South-East,Yes,5,25-04-2023,No,0.5,156000,99acres
RNT202382,PROP503815,Kochi,Kerala,Zone A,Apartment,1,1,2,1227,1411,9500,57000,6,2000,11500,7.74,Semi-Furnished,14-09-2025,Bachelors,No,No,2,2,North,Yes,5,19-11-2024,Yes,2,114000,Owner
RNT202383,PROP500597,Indore,Madhya Pradesh,Zone B,Independent House,4,4,5,2462,2831,20000,120000,6,3000,23000,8.12,Unfurnished,03-11-2024,Family,No,No,6,31,South-West,Yes,8,15-03-2025,Yes,2,240000,Owner
RNT202384,PROP504705,Bangalore,Karnataka,JP Nagar,Penthouse,3,3,4,1781,2048,39500,197500,5,2000,41500,22.18,Furnished,05-03-2024,Working Professionals,Yes,No,10,28,East,Yes,7,16-02-2024,No,0.5,474000,NoBroker
RNT202385,PROP500151,Visakhapatnam,Andhra Pradesh,Zone J,Row House,3,3,4,2328,2677,16000,32000,2,1500,17500,6.87,Semi-Furnished,08-02-2024,Bachelors,Yes,No,5,20,South-East,Yes,7,16-07-2023,No,0,192000,Housing.com
RNT202386,PROP505431,Patna,Bihar,Zone G,Builder Floor,5,5,5,2546,2928,22500,45000,2,0,22500,8.84,Furnished,09-03-2024,Any,Yes,Yes,1,5,North-West,Yes,5,16-08-2023,Yes,1,270000,MagicBricks
RNT202387,PROP501723,Lucknow,Uttar Pradesh,Zone F,Apartment,2,2,3,1436,1651,14500,43500,3,3500,18000,10.1,Semi-Furnished,18-10-2025,Any,No,Yes,4,11,East,Yes,5,13-10-2025,Yes,1,174000,Housing.com
RNT202388,PROP504310,Ahmedabad,Gujarat,Chandkheda,Apartment,1,1,2,1338,1539,12500,62500,5,3500,16000,9.34,Furnished,09-06-2024,Family,Yes,No,7,20,South,No,7,19-09-2024,No,0,150000,MagicBricks
RNT202389,PROP501165,Patna,Bihar,Zone H,Penthouse,4,4,5,2335,2685,11500,34500,3,2000,13500,4.93,Semi-Furnished,16-11-2025,Working Professionals,No,Yes,29,34,North-West,No,8,13-11-2025,No,0,138000,NoBroker
RNT202390,PROP504737,Kochi,Kerala,Zone D,Villa,1,1,2,1555,1788,9000,27000,3,1500,10500,5.79,Furnished,27-05-2024,Bachelors,No,No,2,13,West,No,8,05-04-2025,No,0.5,108000,MagicBricks
RNT202391,PROP505977,Kolkata,West Bengal,Dumdum,Villa,1,1,2,1525,1754,16000,96000,6,2500,18500,10.49,Unfurnished,16-06-2025,Any,Yes,Yes,19,38,South,Yes,8,22-04-2023,Yes,0,192000,Owner
RNT202392,PROP501108,Kochi,Kerala,Zone I,Villa,3,3,4,2140,2461,9000,54000,6,2500,11500,4.21,Semi-Furnished,22-10-2024,Any,No,Yes,20,25,West,Yes,8,24-07-2025,No,2,108000,Housing.com
RNT202393,PROP500705,Lucknow,Uttar Pradesh,Zone I,Independent House,1,1,2,1453,1671,13000,65000,5,3000,16000,8.95,Semi-Furnished,24-08-2025,Bachelors,Yes,Yes,9,30,South-East,No,8,21-06-2025,Yes,0,156000,Owner
RNT202394,PROP502560,Bhopal,Madhya Pradesh,Zone B,Villa,3,3,4,1762,2026,8000,80000,10,1500,9500,4.54,Furnished,18-06-2024,Family,No,No,6,35,North-East,Yes,7,02-05-2024,No,0.5,96000,MagicBricks
RNT202395,PROP501414,Hyderabad,Telangana,Nallagandla,Villa,3,3,4,2105,2421,32500,97500,3,3000,35500,15.44,Unfurnished,05-12-2025,Working Professionals,Yes,No,1,12,North,Yes,4,21-05-2023,Yes,0.5,390000,Housing.com
RNT202396,PROP505994,Patna,Bihar,Zone C,Penthouse,2,2,3,1908,2194,11000,55000,5,3000,14000,5.77,Semi-Furnished,05-06-2025,Any,Yes,Yes,7,23,North-West,Yes,4,30-12-2023,Yes,0,132000,Housing.com
RNT202397,PROP505258,Indore,Madhya Pradesh,Zone E,Row House,5,5,5,2324,2673,16000,160000,10,2000,18000,6.88,Semi-Furnished,14-01-2024,Any,Yes,No,3,5,North-West,Yes,8,26-03-2023,Yes,0,192000,Owner
RNT202398,PROP503188,Patna,Bihar,Zone C,Villa,2,2,3,1707,1963,15500,46500,3,0,15500,9.08,Unfurnished,18-07-2025,Working Professionals,No,No,1,10,South,No,4,19-10-2024,No,2,186000,99acres
RNT202399,PROP501438,Delhi,Delhi,Connaught Place,Apartment,3,3,4,2228,2562,40000,80000,2,0,40000,17.95,Unfurnished,18-08-2025,Family,Yes,No,23,25,North,Yes,7,25-03-2025,No,1,480000,99acres
RNT202400,PROP503578,Vadodara,Gujarat,Zone E,Studio,1,1,2,1307,1503,11500,57500,5,3500,15000,8.8,Semi-Furnished,29-09-2024,Working Professionals,No,No,4,33,South-West,Yes,5,28-09-2024,No,0,138000,99acres
RNT202401,PROP501366,Delhi,Delhi,Hauz Khas,Penthouse,1,1,2,1239,1425,20500,102500,5,3500,24000,16.55,Semi-Furnished,14-07-2024,Any,No,No,35,39,North-East,Yes,5,02-03-2024,Yes,0,246000,MagicBricks
RNT202402,PROP504454,Patna,Bihar,Zone I,Penthouse,3,3,4,1774,2040,20000,40000,2,3000,23000,11.27,Semi-Furnished,06-12-2024,Bachelors,No,No,1,6,South-West,Yes,5,20-07-2025,Yes,0,240000,NoBroker
RNT202403,PROP501160,Visakhapatnam,Andhra Pradesh,Zone J,Penthouse,2,2,3,1677,1929,11500,34500,3,3000,14500,6.86,Furnished,17-09-2024,Any,Yes,No,7,8,West,Yes,8,06-01-2024,Yes,0,138000,NoBroker
RNT202404,PROP500998,Chennai,Tamil Nadu,T Nagar,Penthouse,4,4,5,2449,2816,29500,88500,3,3500,33000,12.05,Furnished,08-08-2024,Family,No,No,8,20,North-West,Yes,4,31-12-2025,No,0,354000,Housing.com
RNT202405,PROP501590,Mumbai,Maharashtra,Andheri,Studio,5,5,5,2727,3136,86500,432500,5,0,86500,31.72,Furnished,03-09-2025,Any,Yes,No,9,13,South,No,5,21-02-2023,No,2,1038000,Housing.com
RNT202406,PROP505747,Jaipur,Rajasthan,C Scheme,Row House,1,1,2,1449,1666,13000,26000,2,2500,15500,8.97,Unfurnished,04-09-2025,Family,Yes,No,19,28,South-East,Yes,8,24-08-2025,No,0,156000,Housing.com
RNT202407,PROP504877,Delhi,Delhi,Hauz Khas,Builder Floor,2,2,3,1540,1771,27500,82500,3,2000,29500,17.86,Unfurnished,06-03-2024,Bachelors,Yes,Yes,9,32,South,Yes,5,09-02-2025,No,1,330000,NoBroker
RNT202408,PROP502643,Indore,Madhya Pradesh,Zone I,Apartment,3,3,4,2218,2551,14500,87000,6,2000,16500,6.54,Unfurnished,20-02-2025,Bachelors,Yes,Yes,5,22,West,Yes,4,21-09-2024,No,2,174000,Housing.com
RNT202409,PROP504798,Kolkata,West Bengal,Jadavpur,Studio,2,2,3,1798,2068,14000,140000,10,2000,16000,7.79,Furnished,18-10-2025,Working Professionals,No,No,16,33,South-West,No,3,27-12-2023,Yes,0,168000,Owner
RNT202410,PROP502754,Hyderabad,Telangana,Madhapur,Apartment,2,2,3,1961,2255,20000,100000,5,1500,21500,10.2,Furnished,24-05-2025,Any,Yes,No,8,9,South-West,Yes,4,19-04-2023,No,0,240000,Housing.com
RNT202411,PROP504482,Jaipur,Rajasthan,Jagatpura,Studio,3,3,4,2172,2498,12500,25000,2,3000,15500,5.76,Semi-Furnished,12-04-2025,Working Professionals,Yes,No,1,3,West,No,8,31-01-2024,Yes,0,150000,MagicBricks
RNT202412,PROP503076,Bhopal,Madhya Pradesh,Zone C,Independent House,2,2,3,1654,1902,15000,150000,10,3500,18500,9.07,Unfurnished,23-01-2025,Bachelors,No,Yes,27,32,North-West,No,5,17-05-2023,No,0.5,180000,Owner
RNT202413,PROP502764,Nagpur,Maharashtra,Zone D,Penthouse,2,2,3,2070,2380,16500,49500,3,1500,18000,7.97,Furnished,21-01-2025,Family,Yes,No,12,25,North-West,Yes,5,25-10-2024,Yes,2,198000,Owner
RNT202414,PROP505296,Mumbai,Maharashtra,Borivali,Independent House,2,2,3,1725,1984,61000,610000,10,1500,62500,35.36,Semi-Furnished,28-07-2024,Any,Yes,No,3,8,South-West,No,5,30-06-2025,Yes,0,732000,MagicBricks
RNT202415,PROP503199,Hyderabad,Telangana,Jubilee Hills,Apartment,1,1,2,1420,1633,16000,160000,10,2500,18500,11.27,Unfurnished,02-08-2025,Any,Yes,Yes,1,32,South-East,Yes,7,12-06-2025,Yes,1,192000,NoBroker
RNT202416,PROP502337,Bangalore,Karnataka,Indiranagar,Studio,1,1,2,1461,1680,21500,129000,6,0,21500,14.72,Semi-Furnished,23-04-2025,Family,No,No,11,39,South-East,Yes,8,24-02-2025,No,0.5,258000,MagicBricks
RNT202417,PROP501453,Nagpur,Maharashtra,Zone F,Builder Floor,3,3,4,1983,2280,17000,85000,5,2000,19000,8.57,Furnished,26-05-2025,Family,Yes,Yes,12,18,North,Yes,3,16-03-2023,Yes,2,204000,NoBroker
RNT202418,PROP502360,Coimbatore,Tamil Nadu,Zone J,Penthouse,1,1,2,1649,1896,11500,69000,6,3500,15000,6.97,Unfurnished,11-06-2025,Working Professionals,Yes,Yes,4,24,North,Yes,3,08-09-2024,No,0,138000,99acres
RNT202419,PROP505005,Mumbai,Maharashtra,Worli,Penthouse,3,3,4,2052,2360,80000,240000,3,1500,81500,38.99,Unfurnished,23-04-2025,Working Professionals,Yes,No,15,27,North-East,No,5,02-11-2025,Yes,0,960000,Owner
RNT202420,PROP500137,Delhi,Delhi,Lajpat Nagar,Independent House,5,5,5,2621,3014,62500,187500,3,2000,64500,23.85,Semi-Furnished,22-08-2024,Bachelors,No,No,8,16,South-West,No,8,17-02-2024,Yes,0,750000,Owner
RNT202421,PROP500450,Bhopal,Madhya Pradesh,Zone J,Row House,2,2,3,1552,1785,11500,115000,10,1500,13000,7.41,Unfurnished,15-03-2024,Family,Yes,No,14,16,West,Yes,6,13-08-2024,No,0.5,138000,MagicBricks
